#         t          x          y          z         vx         vy         vz
      1.400   -232.190    589.260   -134.540    259.590    -91.320    156.470
      1.414   -228.480    587.920   -132.350    256.850    -94.280    152.940
      1.429   -224.810    586.620   -130.090    254.920    -96.380    149.850
      1.443   -221.170    585.220   -127.990    252.560    -98.990    146.400
      1.457   -217.580    583.790   -125.900    249.540   -102.360    144.650
      1.471   -214.070    582.320   -123.850    249.140   -103.090    143.830
      1.486   -210.480    580.790   -121.860    246.860   -105.450    141.400
      1.500   -207.060    579.240   -119.900    244.400   -106.660    140.050
      1.514   -203.490    577.730   -117.890    242.440   -108.800    136.450
      1.529   -200.100    576.170   -115.960    240.150   -111.120    134.180
      1.543   -196.640    574.550   -114.060    238.510   -113.290    132.560
      1.557   -193.260    572.920   -112.200    237.590   -113.660    130.060
      1.571   -189.850    571.290   -110.320    236.230   -115.340    129.920
      1.586   -186.520    569.630   -108.490    234.870   -117.100    127.770
      1.600   -183.110    567.930   -106.720    233.540   -118.080    125.090
      1.614   -179.830    566.270   -104.900    231.120   -119.440    124.080
      1.629   -176.540    564.520   -103.200    228.490   -120.340    122.660
      1.643   -173.330    562.810   -101.440    227.160   -121.920    121.490
      1.657   -170.100    561.070    -99.680    225.460   -123.150    119.420
      1.671   -166.840    559.280    -98.020    223.510   -124.630    116.850
      1.686   -163.690    557.490    -96.370    221.800   -126.620    115.970
      1.700   -160.550    555.660    -94.710    219.680   -129.340    113.980
      1.714   -157.440    553.800    -93.120    217.550   -130.810    112.780
      1.729   -154.350    551.920    -91.510    214.420   -131.160    111.360
      1.743   -151.300    550.050    -89.930    212.500   -133.060    109.580
      1.757   -148.270    548.120    -88.400    210.970   -134.780    108.090
      1.771   -145.240    546.200    -86.840    209.540   -134.420    106.450
      1.786   -142.210    544.250    -85.380    207.870   -135.480    105.250
      1.800   -139.250    542.310    -83.900    205.860   -136.330    103.080
      1.814   -136.350    540.360    -82.390    205.250   -137.800    101.450
      1.829   -133.380    538.390    -81.000    202.990   -139.420    100.730
      1.843   -130.500    536.390    -79.580    201.270   -140.160     99.300
      1.857   -127.700    534.400    -78.090    199.870   -141.600     97.290
      1.871   -124.860    532.370    -76.720    198.630   -142.370     95.510
      1.886   -122.040    530.320    -75.370    197.040   -143.230     93.630
      1.900   -119.240    528.270    -74.050    195.330   -145.030     93.660
      1.914   -116.470    526.190    -72.690    194.410   -146.780     92.260
      1.929   -113.670    524.080    -71.440    192.270   -146.940     91.120
      1.943   -110.960    521.970    -70.130    190.110   -148.290     89.510
      1.957   -108.220    519.840    -68.880    187.580   -150.610     87.910
      1.971   -105.570    517.670    -67.610    186.350   -152.680     86.570
      1.986   -102.930    515.500    -66.350    185.430   -153.280     85.210
      2.000   -100.290    513.280    -65.170    183.310   -154.280     84.630
      2.014    -97.720    511.070    -63.950    180.830   -155.460     84.630
      2.029    -95.140    508.830    -62.780    178.260   -156.880     82.850
      2.043    -92.580    506.560    -61.620    176.180   -157.910     80.390
      2.057    -90.130    504.310    -60.470    173.450   -158.040     80.420
      2.071    -87.640    502.080    -59.290    171.730   -157.670     79.710
      2.086    -85.220    499.810    -58.220    169.920   -158.110     78.580
      2.100    -82.780    497.550    -57.110    168.210   -157.860     76.660
      2.114    -80.430    495.320    -55.950    167.820   -158.160     75.260
      2.129    -78.030    493.080    -54.880    167.490   -158.710     74.060
      2.143    -75.620    490.770    -53.890    166.710   -158.320     72.610
      2.157    -73.190    488.500    -52.870    165.300   -158.540     70.540
      2.171    -70.890    486.250    -51.830    164.130   -159.920     69.030
      2.186    -68.550    483.960    -50.880    160.900   -160.170     69.110
      2.200    -66.260    481.660    -49.890    158.890   -161.150     68.800
      2.214    -64.010    479.340    -48.930    156.490   -162.050     67.890
      2.229    -61.780    477.050    -47.940    155.550   -164.100     67.990
      2.243    -59.560    474.670    -46.970    155.600   -164.990     67.790
      2.257    -57.340    472.290    -46.070    153.300   -164.470     66.110
      2.271    -55.160    469.960    -45.100    153.140   -165.170     64.980
      2.286    -52.960    467.590    -44.170    151.180   -165.360     64.310
      2.300    -50.840    465.260    -43.240    150.040   -166.130     62.770
      2.314    -48.680    462.860    -42.350    149.230   -167.740     60.300
      2.329    -46.550    460.460    -41.520    147.510   -168.530     58.610
      2.343    -44.480    458.050    -40.680    146.400   -169.030     58.930
      2.357    -42.420    455.630    -39.850    145.200   -169.460     59.320
      2.371    -40.310    453.180    -39.010    143.290   -170.840     59.570
      2.386    -38.280    450.730    -38.190    141.070   -171.660     57.480
      2.400    -36.300    448.280    -37.370    139.570   -171.220     58.220
      2.414    -34.320    445.840    -36.520    137.690   -170.940     57.220
      2.429    -32.360    443.400    -35.710    135.570   -170.710     56.380
      2.443    -30.440    440.970    -34.910    133.660   -171.130     55.510
      2.457    -28.550    438.510    -34.120    131.340   -171.690     55.130
      2.471    -26.690    436.070    -33.340    129.330   -172.570     54.710
      2.486    -24.890    433.610    -32.510    128.040   -172.720     54.420
      2.500    -23.050    431.100    -31.790    125.580   -175.740     52.650
      2.514    -21.280    428.580    -31.020    123.970   -176.960     50.700
      2.529    -19.510    426.060    -30.270    122.290   -176.940     50.630
      2.543    -17.790    423.530    -29.550    120.660   -177.270     50.200
      2.557    -16.070    420.990    -28.870    119.070   -178.100     48.600
      2.571    -14.380    418.440    -28.170    117.000   -179.490     46.560
      2.586    -12.700    415.870    -27.550    115.960   -179.820     46.360
      2.600    -11.060    413.290    -26.850    114.570   -181.250     45.570
      2.614     -9.440    410.690    -26.250    113.260   -182.280     45.160
      2.629     -7.840    408.080    -25.610    111.590   -183.290     44.830
      2.643     -6.240    405.450    -24.990    110.800   -185.200     43.920
      2.657     -4.680    402.790    -24.370    108.460   -186.680     42.810
      2.671     -3.110    400.130    -23.680    106.300   -187.370     41.870
      2.686     -1.590    397.450    -23.080    106.760   -187.220     41.670
      2.700     -0.070    394.750    -22.540    104.960   -187.670     39.640
      2.714      1.400    392.090    -22.030    104.110   -187.150     37.160
      2.729      2.840    389.410    -21.530    102.150   -186.210     36.640
      2.743      4.320    386.780    -20.940    101.320   -187.500     36.340
      2.757      5.720    384.070    -20.490     99.830   -188.010     34.950
      2.771      7.170    381.410    -19.980     98.670   -188.930     34.110
      2.786      8.550    378.730    -19.470     97.300   -189.810     33.980
      2.800      9.930    375.930    -19.060     94.380   -191.330     33.210
      2.814     11.280    373.200    -18.540     93.510   -192.740     32.640
      2.829     12.630    370.490    -18.020     91.360   -194.990     32.430
      2.843     13.880    367.640    -17.620     89.440   -195.970     31.570
      2.857     15.200    364.890    -17.110     87.800   -196.390     29.900
      2.871     16.380    362.030    -16.760     85.530   -197.240     29.370
      2.886     17.630    359.250    -16.270     82.930   -198.330     27.560
      2.900     18.770    356.410    -15.860     80.430   -199.210     27.370
      2.914     19.900    353.560    -15.490     79.480   -198.910     26.720
      2.929     21.000    350.690    -15.140     78.740   -199.800     26.280
      2.943     22.080    347.860    -14.740     76.220   -200.630     25.080
      2.957     23.160    344.990    -14.400     74.150   -201.330     23.440
      2.971     24.210    342.120    -14.010     72.790   -201.840     22.570
      2.986     25.260    339.210    -13.740     70.040   -202.500     22.690
      3.000     26.230    336.290    -13.490     68.350   -203.180     21.910
      3.014     27.170    333.450    -13.030     65.430   -204.040     22.820
      3.029     28.130    330.450    -12.850     63.570   -205.650     21.100
      3.043     29.010    327.490    -12.580     61.970   -206.190     21.570
      3.057     29.870    324.600    -12.120     60.960   -207.930     20.290
      3.071     30.740    321.630    -11.820     57.880   -208.600     19.630
      3.086     31.590    318.620    -11.600     55.720   -209.300     19.180
      3.100     32.360    315.660    -11.250     53.780   -209.730     18.150
      3.114     33.100    312.630    -11.070     52.240   -211.360     16.820
      3.129     33.870    309.610    -10.800     49.600   -212.860     16.280
      3.143     34.590    306.550    -10.580     47.830   -213.810     14.210
      3.157     35.230    303.440    -10.520     46.070   -214.980     13.190
      3.171     35.890    300.420    -10.220     43.840   -213.940     12.930
      3.186     36.510    297.350    -10.070     41.380   -215.410     10.910
      3.200     37.040    294.270     -9.930     37.160   -216.150      9.930
      3.214     37.540    291.130     -9.900     36.440   -217.790      9.270
      3.229     38.040    288.030     -9.710     33.230   -220.130      8.310
      3.243     38.450    284.840     -9.670     29.650   -220.660      6.930
      3.257     38.860    281.700     -9.560     25.560   -221.120      5.350
      3.271     39.240    278.510     -9.500     23.720   -222.480      3.850
      3.286     39.530    275.340     -9.440     21.700   -223.690      4.080
      3.300     39.730    272.160     -9.430     18.680   -223.210      4.100
      3.314     40.020    268.960     -9.360     14.830   -223.680      2.650
      3.329     40.190    265.760     -9.320     11.920   -225.290      1.800
      3.343     40.330    262.530     -9.300      9.200   -226.680      0.960
      3.357     40.500    259.250     -9.330      5.590   -227.410      0.220
      3.371     40.480    256.020     -9.300      2.230   -228.920     -0.850
      3.386     40.510    252.770     -9.290     -1.270   -230.060     -1.730
      3.400     40.530    249.420     -9.400     -6.430   -230.080     -3.640
      3.414     40.280    246.180     -9.390     -9.650   -231.510     -4.930
      3.429     40.240    242.810     -9.560    -14.070   -231.430     -6.780
      3.443     39.890    239.540     -9.620    -17.250   -232.640     -9.420
      3.457     39.720    236.150     -9.820    -21.560   -234.660    -10.390
      3.471     39.210    232.850     -9.880    -24.960   -235.340    -11.420
      3.486     38.860    229.470    -10.070    -27.210   -236.970    -14.140
      3.500     38.600    226.040    -10.320    -31.120   -238.110    -14.350
      3.514     37.930    222.670    -10.470    -34.700   -239.200    -16.000
      3.529     37.440    219.230    -10.700    -39.440   -241.230    -16.660
      3.543     36.860    215.760    -10.940    -44.360   -242.070    -17.160
      3.557     36.320    212.280    -11.250    -48.130   -243.330    -18.880
      3.571     35.610    208.770    -11.580    -54.310   -244.430    -20.760
      3.586     34.770    205.270    -11.880    -59.340   -245.970    -22.240
      3.600     33.830    201.750    -12.120    -64.420   -246.780    -23.960
      3.614     32.970    198.220    -12.570    -68.880   -246.940    -25.520
      3.629     31.910    194.700    -12.860    -74.060   -246.790    -28.230
      3.643     30.880    191.180    -13.380    -79.840   -246.050    -31.470
      3.657     29.630    187.670    -13.780    -86.640   -246.170    -33.990
      3.671     28.380    184.150    -14.310    -94.150   -245.810    -35.190
      3.686     26.980    180.640    -14.820   -100.300   -245.620    -37.440
      3.700     25.510    177.140    -15.400   -106.100   -244.020    -41.170
      3.714     23.950    173.650    -16.040   -113.730   -243.590    -44.270
      3.729     22.270    170.180    -16.720   -121.500   -241.940    -47.000
      3.743     20.500    166.740    -17.400   -128.420   -240.330    -48.640
      3.757     18.590    163.350    -18.110   -135.350   -237.420    -51.170
      3.771     16.620    159.950    -18.860   -143.800   -234.710    -53.490
      3.786     14.510    156.640    -19.630   -151.810   -232.040    -56.150
      3.800     12.270    153.340    -20.490   -158.730   -228.850    -59.580
      3.814      9.960    150.090    -21.330   -166.130   -224.190    -63.520
      3.829      7.540    146.940    -22.280   -173.070   -219.780    -65.440
      3.843      5.030    143.810    -23.240   -179.650   -216.220    -69.220
      3.857      2.430    140.760    -24.260   -187.220   -210.160    -71.150
      3.871     -0.280    137.810    -25.250   -193.110   -205.450    -72.420
      3.886     -3.110    134.900    -26.300   -200.280   -201.090    -73.780
      3.900     -6.010    132.050    -27.370   -206.160   -195.030    -76.340
      3.914     -8.960    129.310    -28.480   -213.230   -186.810    -80.080
      3.929    -12.120    126.720    -29.620   -219.170   -178.240    -80.800
      3.943    -15.200    124.200    -30.830   -224.520   -168.640    -82.850
      3.957    -18.530    121.890    -32.000   -230.870   -158.890    -83.870
      3.971    -21.770    119.660    -33.230   -235.540   -150.160    -84.970
      3.986    -25.210    117.580    -34.470   -242.070   -139.480    -85.250
      4.000    -28.680    115.660    -35.710   -247.040   -129.370    -85.500
      4.014    -32.240    113.870    -36.950   -250.610   -118.890    -85.530
      4.029    -35.880    112.230    -38.170   -254.960   -108.420    -84.320
      4.043    -39.590    110.840    -39.250   -257.050    -96.800    -83.230
      4.057    -43.310    109.540    -40.410   -259.050    -83.870    -81.410
      4.071    -47.000    108.350    -41.700   -259.370    -70.480    -79.860
      4.086    -50.680    107.540    -42.680   -259.210    -57.210    -79.270
      4.100    -54.420    106.730    -43.920   -257.470    -42.990    -76.030
      4.114    -58.100    106.200    -44.990   -255.350    -29.920    -73.140
      4.129    -61.730    105.870    -46.000   -253.400    -15.890    -69.550
      4.143    -65.320    105.750    -46.960   -249.910     -1.550    -66.140
      4.157    -68.830    105.820    -47.870   -244.970     12.190    -62.590
      4.171    -72.290    106.120    -48.700   -239.330     27.080    -59.270
      4.186    -75.660    106.600    -49.520   -233.720     40.970    -55.670
      4.200    -78.970    107.300    -50.270   -226.600     55.150    -51.470
      4.214    -82.110    108.250    -50.950   -218.380     68.110    -48.060
      4.229    -85.200    109.270    -51.600   -209.580     81.740    -44.020
      4.243    -88.170    110.530    -52.210   -200.510     93.670    -40.170
      4.257    -90.920    111.990    -52.760   -191.280    104.630    -36.660
      4.271    -93.560    113.580    -53.230   -179.200    115.710    -32.180
      4.286    -96.040    115.240    -53.670   -166.680    123.570    -28.510
      4.300    -98.330    117.110    -54.060   -154.240    132.840    -23.680
      4.314   -100.430    119.030    -54.360   -141.660    138.210    -20.490
      4.329   -102.380    121.040    -54.620   -128.620    144.640    -15.930
      4.343   -104.120    123.160    -54.800   -116.040    150.380    -11.970
      4.357   -105.670    125.340    -54.990   -105.150    154.900     -9.140
      4.371   -107.040    127.600    -55.090    -91.700    159.890     -6.020
      4.386   -108.290    129.920    -55.150    -80.180    162.700     -1.860
      4.400   -109.380    132.270    -55.110    -69.020    165.510      1.750
      4.414   -110.290    134.640    -55.090    -57.940    167.810      4.030
      4.429   -111.070    137.030    -55.010    -47.180    168.980      6.610
      4.443   -111.580    139.450    -54.950    -36.150    169.180      9.080
      4.457   -112.070    141.860    -54.760    -25.360    169.620     10.340
      4.471   -112.350    144.300    -54.590    -16.940    169.660     13.030
      4.486   -112.570    146.700    -54.400     -8.830    168.540     14.510
      4.500   -112.620    149.110    -54.180      0.720    169.320     16.290
      4.514   -112.550    151.540    -53.900      8.460    168.570     18.390
      4.529   -112.390    153.970    -53.600     18.390    169.330     21.060
      4.543   -112.000    156.320    -53.360     25.360    167.910     21.560
      4.557   -111.640    158.750    -52.990     32.020    166.880     23.330
      4.571   -111.120    161.100    -52.670     39.350    165.130     25.100
      4.586   -110.530    163.470    -52.260     47.860    163.430     27.720
      4.600   -109.790    165.770    -51.890     54.070    162.500     28.970
      4.614   -108.950    168.090    -51.470     60.020    162.190     29.250
      4.629   -108.000    170.370    -51.130     66.070    161.790     29.860
      4.643   -107.030    172.670    -50.690     71.980    159.740     30.220
      4.657   -105.990    174.950    -50.180     78.110    158.360     31.220
      4.671   -104.740    177.150    -49.720     83.370    156.660     33.040
      4.686   -103.510    179.400    -49.220     90.040    155.230     34.700
      4.700   -102.240    181.640    -48.760     95.770    155.020     36.260
      4.714   -100.780    183.810    -48.140    101.180    153.220     38.350
      4.729    -99.370    186.020    -47.660    105.970    151.610     40.740
      4.743    -97.820    188.180    -47.060    111.160    150.190     43.120
      4.757    -96.180    190.330    -46.390    117.610    148.920     45.250
      4.771    -94.480    192.460    -45.730    121.880    147.160     46.950
      4.786    -92.650    194.560    -45.040    126.670    145.620     48.700
      4.800    -90.850    196.630    -44.320    131.560    144.020     51.220
      4.814    -88.940    198.680    -43.540    136.000    142.310     53.900
      4.829    -86.990    200.680    -42.780    140.330    141.430     55.980
      4.843    -84.880    202.580    -41.950    143.940    139.190     57.120
      4.857    -82.790    204.720    -41.120    147.890    137.820     58.830
      4.871    -80.640    206.500    -40.250    152.130    135.560     61.550
      4.886    -78.420    208.390    -39.340    155.740    134.070     64.200
      4.900    -76.210    210.510    -38.450    159.540    132.290     66.500
      4.914    -73.920    212.400    -37.440    162.360    131.540     69.250
      4.929    -71.570    214.070    -36.430    165.650    129.890     72.050
      4.943    -69.230    216.120    -35.410    168.760    129.180     73.780
      4.957    -66.740    217.970    -34.280    173.550    126.660     77.310
      4.971    -64.200    219.470    -33.170    177.300    124.860     79.660
      4.986    -61.760    221.520    -32.030    180.680    123.580     82.800
      5.000    -59.080    223.310    -30.800    183.970    124.110     86.050
      5.014    -56.510    225.070    -29.550    187.510    123.170     89.610
      5.029    -53.830    226.830    -28.250    190.580    123.010     93.410
      5.043    -51.090    228.580    -26.860    195.840    121.840     97.920
      5.057    -48.190    230.320    -25.490    200.080    122.030    101.170
      5.071    -45.350    232.090    -23.970    205.820    121.400    107.020
      5.086    -42.370    233.790    -22.420    209.110    119.740    112.650
      5.100    -39.370    235.470    -20.770    214.540    117.750    118.500
      5.114    -36.280    237.150    -19.000    219.930    116.430    127.670
      5.129    -33.060    238.800    -17.140    225.340    115.100    135.520
      5.143    -29.770    240.430    -15.160    230.770    113.690    144.930
      5.157    -26.500    242.010    -13.010    235.180    110.410    155.280
      5.171    -23.110    243.560    -10.680    241.750    107.380    168.360
      5.186    -19.630    245.090     -8.140    247.070    102.220    181.360
      5.200    -16.070    246.470     -5.470    251.770     95.790    196.070
      5.214    -12.430    247.810     -2.500    255.470     86.270    212.860
      5.229     -8.760    248.910      0.640    256.940     72.740    229.820
      5.243     -5.090    249.850      4.070    254.540     55.640    245.960
      5.257     -1.490    250.500      7.700    250.210     37.360    261.450
      5.271      2.050    250.830     11.510    242.680     17.060    271.510
      5.286      5.490    250.950     15.340    232.170     -6.180    276.550
      5.300      8.700    250.660     19.440    221.050    -25.610    278.540
      5.314     11.730    250.170     23.380    210.400    -42.850    276.290
      5.329     14.700    249.480     27.200    199.490    -57.210    271.910
      5.343     17.430    248.510     31.110    190.080    -69.170    266.840
      5.357     20.070    247.430     34.840    179.570    -80.560    259.400
      5.371     22.550    246.210     38.500    169.890    -90.360    252.140
      5.386     24.910    244.850     42.030    163.130    -96.740    245.230
      5.400     27.310    243.510     45.430    155.630   -102.820    236.090
      5.414     29.470    241.990     48.790    148.780   -107.180    228.940
      5.429     31.540    240.460     51.960    142.790   -112.000    220.970
      5.443     33.560    238.810     55.130    137.600   -116.320    214.210
      5.457     35.480    237.090     58.090    132.340   -119.900    206.310
      5.471     37.320    235.350     60.990    126.850   -123.890    199.890
      5.486     39.060    233.530     63.780    121.960   -127.800    191.710
      5.500     40.590    231.720     66.300    117.050   -131.680    185.190
      5.514     42.350    229.760     69.060    113.190   -133.660    178.860
      5.529     44.180    227.890     71.610    108.900   -137.380    172.420
      5.543     45.350    225.890     73.770    104.200   -139.530    166.940
      5.557     46.810    223.880     76.110     99.590   -142.080    160.840
      5.571     48.540    221.870     78.690     95.740   -142.290    155.470
      5.586     49.500    219.790     80.520     91.560   -144.890    149.600
      5.600     50.750    217.720     82.590     86.790   -145.570    143.520
      5.614     51.950    215.640     84.560     83.810   -146.980    137.370
      5.629     53.130    213.520     86.440     81.110   -148.820    131.610
      5.643     54.260    211.390     88.260     78.130   -150.040    126.870
      5.657     55.980    209.360     90.520     75.030   -151.290    123.140
      5.671     56.390    207.060     91.810     72.010   -152.780    118.940
      5.686     57.400    204.850     93.490     68.530   -155.450    113.790
      5.700     58.360    202.610     95.110     65.560   -156.820    109.120
      5.714     59.270    200.340     96.680     62.450   -158.060    104.930
      5.729     60.120    198.070     98.160     60.020   -159.110     99.630
      5.743     60.950    195.800     99.560     56.900   -159.680     95.940
      5.757     61.760    193.520    100.930     55.270   -161.090     90.660
      5.771     62.540    191.210    102.210     51.370   -161.810     85.640
      5.786     63.260    188.900    103.420     49.260   -162.590     81.810
      5.800     63.950    186.570    104.570     46.470   -163.450     75.970
      5.814     64.680    184.240    105.640     43.680   -163.300     70.450
      5.829     65.270    181.890    106.620     41.290   -165.080     66.360
      5.843     65.870    179.520    107.540     37.220   -166.130     61.910
      5.857     66.390    177.120    108.420     33.880   -167.830     58.920
      5.871     66.860    174.700    109.230     32.080   -167.720     52.720
      5.886     67.320    172.280    109.940     28.880   -168.220     49.530
      5.900     67.710    169.890    110.620     25.390   -167.290     44.970
      5.914     68.060    167.510    111.230     23.020   -167.420     39.950
      5.929     68.400    165.140    111.800     20.570   -167.210     36.030
      5.943     68.720    162.740    112.260     18.090   -167.690     30.260
      5.957     68.930    160.340    112.650     15.130   -167.290     25.810
      5.971     69.180    157.970    112.990     13.590   -167.870     21.820
      5.986     69.380    155.570    113.260     10.450   -168.930     17.550
      6.000     69.510    153.140    113.460      7.500   -168.930     11.790
      6.014     69.580    150.740    113.590      6.260   -167.140      7.100
      6.029     69.680    148.360    113.660      3.080   -166.410      2.550
      6.043     69.720    146.000    113.640      0.010   -166.630     -2.170
      6.057     69.710    143.640    113.600     -1.880   -166.660     -6.100
      6.071     69.660    141.250    113.490     -3.940   -165.880    -10.800
      6.086     69.640    138.890    113.320     -7.240   -165.320    -16.230
      6.100     69.520    136.550    113.060    -10.200   -163.920    -21.710
      6.114     69.350    134.200    112.720    -12.480   -163.030    -27.340
      6.129     69.130    131.890    112.300    -16.490   -161.880    -31.730
      6.143     69.420    129.690    112.220    -19.750   -160.550    -37.220
      6.157     69.060    127.400    111.590    -22.310   -158.990    -43.020
      6.171     68.260    125.050    110.580    -25.540   -158.570    -49.880
      6.186     67.910    122.780    109.810    -27.720   -158.440    -55.540
      6.200     67.530    120.540    109.030    -29.480   -156.170    -60.230
      6.214     67.710    118.500    108.460    -31.500   -155.080    -65.870
      6.229     66.650    116.100    107.130    -34.460   -152.690    -72.170
      6.243     66.170    113.950    106.080    -38.520   -149.270    -78.010
      6.257     65.690    111.870    104.970    -42.190   -147.590    -83.920
      6.271     65.050    109.780    103.710    -46.750   -144.960    -91.040
      6.286     64.280    107.670    102.290    -48.540   -142.220    -97.860
      6.300     63.680    105.680    100.870    -51.130   -139.820   -104.700
