#         t      x_hat      y_hat      z_hat      L_mag
     11.271     -0.203     -0.900     -0.385  7.181e+08
     11.286     -0.205     -0.898     -0.388  7.188e+08
     11.300     -0.197     -0.900     -0.389  7.185e+08
     11.314     -0.205     -0.896     -0.395  7.134e+08
     11.329     -0.208     -0.896     -0.393  7.142e+08
     11.343     -0.205     -0.896     -0.393  7.108e+08
     11.357     -0.205     -0.895     -0.396  7.073e+08
     11.371     -0.203     -0.895     -0.397  7.071e+08
     11.386     -0.205     -0.893     -0.400  7.035e+08
     11.400     -0.207     -0.892     -0.402  6.988e+08
     11.414     -0.201     -0.893     -0.404  6.985e+08
     11.429     -0.204     -0.890     -0.407  6.982e+08
     11.443     -0.207     -0.888     -0.410  6.919e+08
