#         t          x          y          z         vx         vy         vz
      7.700     73.110    103.320     55.390     28.750    -21.320     27.300
      7.714     73.500    103.020     55.710     29.570    -21.090     25.730
      7.729     73.920    102.740     56.020     29.400    -20.090     24.760
      7.743     74.250    102.460     56.300     28.720    -20.320     25.100
      7.757     74.680    102.160     56.590     27.860    -21.010     20.680
      7.771     75.030    101.850     56.830     27.810    -21.610     19.380
      7.786     75.390    101.630     57.050     28.390    -19.870     19.550
      7.800     75.800    101.370     57.300     26.570    -21.640     17.040
      7.814     76.150    100.990     57.530     26.040    -22.800     15.370
      7.829     76.520    100.760     57.760     28.150    -21.620     17.020
      7.843     76.880    100.590     57.890     30.140    -19.400     18.490
      7.857     77.270    100.250     58.100     30.160    -19.670     18.840
      7.871     77.700    100.080     58.360     29.850    -20.330     18.970
      7.886     78.050     99.730     58.550     30.820    -19.960     18.380
      7.900     78.570     99.600     58.850     30.860    -20.060     17.270
      7.914     78.980     99.300     59.090     31.800    -19.050     17.100
      7.929     79.390     99.080     59.270     33.930    -19.080     17.440
      7.943     79.860     98.860     59.530     34.840    -19.210     18.660
      7.957     80.340     98.650     59.780     36.240    -19.480     19.310
      7.971     80.840     98.430     60.010     36.670    -19.030     18.530
      7.986     81.290     98.170     60.250     37.730    -18.110     20.800
      8.000     81.780     98.000     60.590     38.640    -16.370     20.680
      8.014     82.280     97.740     60.890     37.130    -17.150     20.610
      8.029     82.800     97.610     61.160     35.770    -17.530     21.280
      8.043     83.280     97.360     61.500     36.840    -16.240     22.350
      8.057     83.820     97.180     61.810     37.640    -16.590     22.800
      8.071     84.300     96.960     62.140     37.080    -17.570     23.720
      8.086     84.810     96.750     62.470     37.830    -17.830     23.650
      8.100     85.390     96.540     62.810     37.950    -17.680     22.760
      8.114     85.850     96.260     63.140     38.200    -18.510     22.140
      8.129     86.390     96.030     63.500     39.100    -18.430     23.250
      8.143     86.900     95.840     63.810     38.190    -19.840     23.520
      8.157     87.460     95.570     64.190     37.600    -19.820     24.560
      8.171     87.970     95.350     64.530     38.570    -19.700     25.980
      8.186     88.530     95.090     64.950     39.920    -18.420     28.730
      8.200     89.090     94.860     65.400     38.590    -18.000     29.440
      8.214     89.600     94.590     65.780     39.650    -17.590     30.200
      8.229     90.170     94.320     66.220     39.590    -17.620     30.680
      8.243     90.720     94.090     66.650     40.290    -16.150     32.780
      8.257     91.310     93.830     67.180     41.570    -15.700     35.000
      8.271     91.860     93.640     67.630     40.660    -16.990     34.860
      8.286     92.420     93.410     68.080     41.780    -16.820     36.320
      8.300     93.040     93.160     68.640     41.180    -17.360     36.320
      8.314     93.570     92.920     69.080     40.860    -19.160     37.040
      8.329     94.160     92.640     69.620     40.940    -21.080     36.910
      8.343     94.740     92.350     70.100     41.260    -22.090     37.190
      8.357     95.340     92.110     70.580     39.680    -24.020     37.030
      8.371     95.830     91.740     71.080     38.860    -24.500     36.540
      8.386     96.380     91.420     71.560     37.770    -23.360     37.570
      8.400     96.940     91.140     72.020     37.780    -22.400     36.440
      8.414     97.470     90.850     72.490     37.530    -23.650     36.610
      8.429     98.070     90.490     73.070     36.450    -22.880     36.520
      8.443     98.580     90.220     73.510     36.190    -23.550     35.150
      8.457     99.080     89.910     73.920     35.750    -24.050     36.080
      8.471     99.610     89.590     74.390     34.140    -23.470     33.500
      8.486    100.140     89.220     74.870     33.670    -24.910     33.180
      8.500    100.640     88.890     75.300     33.780    -24.680     32.050
      8.514    101.150     88.600     75.710     34.960    -25.680     30.410
      8.529    101.680     88.230     76.160     33.780    -26.600     28.820
      8.543    102.120     87.850     76.550     33.230    -27.080     29.390
      8.557    102.700     87.550     76.950     32.750    -27.400     27.910
      8.571    103.150     87.170     77.330     31.520    -27.710     27.000
      8.586    103.620     86.780     77.730     31.990    -27.530     26.790
      8.600    104.100     86.410     78.080     33.030    -27.130     27.300
      8.614    104.590     86.110     78.500     33.990    -27.270     26.450
      8.629    105.060     85.870     78.820     34.730    -25.350     26.710
      8.643    105.580     85.340     79.260     33.300    -25.540     27.210
      8.657    106.030     85.190     79.560     32.930    -25.910     26.920
      8.671    106.570     84.690     80.070     32.720    -27.160     27.100
      8.686    107.050     84.290     80.410     32.200    -28.360     25.970
      8.700    107.500     83.940     80.790     31.380    -28.860     25.130
      8.714    107.970     83.630     81.110     30.720    -29.190     23.260
      8.729    108.440     83.110     81.450     28.700    -29.490     20.820
      8.743    108.900     82.740     81.800     28.050    -29.400     19.690
      8.757    109.290     82.500     82.070     27.750    -28.660     17.650
      8.771    109.710     82.020     82.380     26.870    -27.740     17.720
      8.786    110.100     81.590     82.660     27.830    -27.780     16.490
      8.800    110.550     81.300     82.960     28.460    -27.370     16.270
      8.814    111.020     80.810     83.300     29.150    -27.510     16.140
      8.829    111.440     80.460     83.590     29.380    -26.660     17.230
      8.843    111.860     80.110     83.870     30.230    -25.990     17.470
      8.857    112.320     79.840     84.150     31.650    -26.150     18.290
      8.871    112.810     79.320     84.460     31.750    -25.880     18.610
      8.886    113.310     78.950     84.840     33.170    -26.170     19.530
      8.900    113.720     78.540     85.130     33.710    -25.230     20.630
      8.914    114.190     78.290     85.440     33.120    -25.080     21.650
      8.929    114.670     77.810     85.750     33.700    -25.100     22.560
      8.943    115.180     77.460     86.120     32.400    -26.120     22.700
      8.957    115.590     77.040     86.400     32.110    -25.240     22.470
      8.971    116.100     76.690     86.770     30.580    -25.530     22.690
      8.986    116.450     76.430     87.010     31.440    -24.160     22.040
      9.000    116.950     75.920     87.340     31.590    -24.790     21.620
      9.014    117.330     75.540     87.630     30.320    -25.250     21.150
      9.029    117.810     75.220     87.990     30.570    -24.750     20.280
      9.043    118.220     74.820     88.240     30.140    -24.240     20.550
      9.057    118.660     74.530     88.530     30.270    -23.680     20.840
      9.071    119.070     74.080     88.830     29.000    -23.370     21.020
      9.086    119.480     73.730     89.140     28.160    -23.720     19.880
      9.100    119.920     73.390     89.410     29.010    -24.350     19.280
      9.114    120.280     72.970     89.620     29.260    -25.120     19.480
      9.129    120.620     72.650     89.860     29.820    -25.620     18.500
      9.143    121.100     72.350     90.170     30.020    -26.570     18.610
      9.157    121.520     71.900     90.440     30.910    -26.820     18.880
      9.171    121.910     71.590     90.690     30.880    -26.890     19.800
      9.186    122.370     71.200     90.930     32.080    -25.230     20.430
      9.200    122.800     70.830     91.230     30.170    -25.960     20.570
      9.214    123.220     70.460     91.530     31.440    -26.150     21.000
      9.229    123.570     70.060     91.740     30.670    -25.640     21.940
      9.243    124.030     69.680     92.070     31.120    -25.680     22.380
      9.257    124.480     69.360     92.370     32.250    -25.420     20.700
      9.271    124.880     69.000     92.640     31.850    -25.440     20.730
      9.286    125.310     68.700     92.920     31.350    -25.130     21.570
      9.300    125.740     68.310     93.210     32.130    -26.740     20.460
      9.314    126.120     67.940     93.480     31.190    -26.750     20.250
      9.329    126.510     67.640     93.720     31.630    -26.600     18.430
      9.343    126.990     67.260     94.010     31.330    -26.620     18.980
      9.357    127.370     66.860     94.260     30.100    -26.510     18.430
      9.371    127.800     66.560     94.530     30.180    -27.060     19.250
      9.386    128.160     66.150     94.850     29.560    -26.970     19.810
      9.400    128.600     65.800     95.120     29.430    -27.970     20.830
      9.414    128.950     65.400     95.370     27.880    -27.590     20.680
      9.429    129.350     65.070     95.680     26.910    -28.330     22.110
      9.443    129.790     64.690     95.970     27.960    -28.020     23.440
      9.457    130.160     64.350     96.320     26.870    -26.720     23.160
      9.471    130.550     64.040     96.630     27.380    -26.130     22.910
      9.486    130.900     63.640     96.990     27.150    -24.180     24.280
      9.500    131.290     63.340     97.300     26.010    -24.080     24.880
      9.514    131.650     63.010     97.630     26.460    -21.600     25.490
      9.529    132.050     62.730     97.970     27.020    -20.490     27.330
      9.543    132.470     62.450     98.350     27.960    -19.110     25.930
      9.557    132.820     62.150     98.700     26.840    -18.620     26.810
      9.571    133.250     61.890     99.080     27.280    -16.790     26.720
      9.586    133.610     61.620     99.410     26.190    -15.540     25.660
      9.600    134.030     61.370     99.790     27.120    -13.910     25.770
      9.614    134.440     61.190    100.140     27.540    -12.770     25.000
      9.629    134.850     61.010    100.460     27.280    -12.440     25.910
      9.643    135.250     60.720    100.880     28.620    -13.300     25.830
      9.657    135.690     60.520    101.220     29.010    -12.750     25.510
      9.671    136.130     60.320    101.640     29.500    -13.480     24.600
      9.686    136.540     60.140    101.950     30.150    -13.260     24.940
      9.700    136.960     59.890    102.350     31.830    -13.600     22.980
      9.714    137.410     59.680    102.700     30.370    -13.270     23.670
      9.729    137.820     59.520    103.030     30.760    -14.580     23.190
      9.743    138.340     59.310    103.440     30.440    -15.920     23.630
      9.757    138.750     59.100    103.780     31.750    -15.550     23.640
      9.771    139.210     58.840    104.150     32.260    -16.300     24.540
      9.786    139.710     58.610    104.540     31.990    -16.310     24.980
      9.800    140.200     58.420    104.930     32.630    -17.600     24.500
      9.814    140.620     58.090    105.290     32.950    -17.290     24.500
      9.829    141.120     57.910    105.670     33.790    -17.250     25.370
      9.843    141.580     57.650    106.020     34.140    -17.580     25.070
      9.857    142.130     57.380    106.470     35.210    -17.180     27.610
      9.871    142.570     57.180    106.830     36.060    -17.610     28.160
      9.886    143.100     56.930    107.240     36.470    -17.810     29.690
      9.900    143.630     56.620    107.680     36.580    -16.740     29.720
      9.914    144.170     56.460    108.070     36.600    -18.010     30.490
      9.929    144.190     55.880    108.050     37.060    -17.700     30.830
      9.943    145.180     55.920    108.940     37.590    -19.130     30.730
      9.957    145.690     55.730    109.380     37.770    -18.930     31.010
      9.971    145.780     55.080    109.330     37.870    -20.190     30.470
      9.986    146.730     55.130    110.220     38.300    -20.450     30.580
     10.000    147.250     54.840    110.630     37.930    -21.100     30.660
     10.014    147.730     54.570    111.050     36.510    -22.550     31.620
     10.029    148.240     54.270    111.500     36.470    -21.880     32.040
     10.043    148.780     53.970    111.960     36.260    -21.890     31.440
     10.057    149.200     53.690    112.400     36.060    -21.770     31.260
     10.071    149.750     53.420    112.850     36.120    -21.010     31.400
     10.086    150.220     53.050    113.260     35.400    -20.370     31.110
     10.100    150.720     52.830    113.720     35.040    -20.040     31.810
     10.114    151.160     52.500    114.180     34.420    -20.030     33.130
     10.129    151.630     52.210    114.620     33.160    -18.750     33.650
     10.143    152.070     51.880    115.050     32.350    -17.860     34.190
     10.157    152.520     51.690    115.610     31.230    -18.090     34.490
     10.171    152.930     51.420    116.030     31.380    -17.560     34.080
     10.186    153.360     51.030    116.470     30.730    -16.650     32.990
     10.200    153.820     50.810    116.980     31.230    -16.540     32.810
     10.214    154.240     50.510    117.400     31.240    -16.830     32.390
     10.229    154.650     50.220    117.840     32.160    -17.910     32.650
     10.243    155.100     49.860    118.280     31.820    -17.150     32.360
     10.257    155.540     49.710    118.730     31.260    -18.060     32.650
     10.271    155.910     49.330    119.170     31.400    -17.490     32.790
     10.286    156.310     49.090    119.580     32.180    -18.120     32.070
     10.300    156.730     48.730    120.030     32.530    -18.300     31.610
     10.314    157.200     48.470    120.480     32.080    -16.640     31.130
     10.329    157.590     48.240    120.840     33.660    -17.120     31.600
     10.343    158.040     47.920    121.250     33.060    -16.890     30.480
     10.357    158.440     47.610    121.630     33.120    -17.100     29.270
     10.371    158.890     47.390    121.980     33.260    -17.600     27.870
     10.386    159.350     46.980    122.340     33.470    -19.010     28.050
     10.400    159.730     46.710    122.690     32.510    -20.200     26.450
     10.414    160.200     46.390    123.020     33.510    -20.270     26.380
     10.429    160.570     46.010    123.270     33.600    -20.930     25.290
     10.443    161.050     45.740    123.650     31.730    -23.310     24.090
     10.457    161.450     45.380    123.900     31.650    -23.980     23.970
     10.471    161.900     45.040    124.200     31.940    -24.210     23.250
     10.486    162.350     44.690    124.510     31.540    -25.530     23.430
     10.500    162.720     44.330    124.710     30.230    -26.820     22.120
     10.514    163.130     44.020    124.970     30.400    -25.960     22.050
     10.529    163.620     43.670    125.330     31.580    -27.360     22.100
     10.543    164.040     43.320    125.540     31.430    -28.630     20.420
     10.557    164.450     42.860    125.840     30.720    -29.450     19.810
     10.571    164.880     42.520    126.040     30.170    -29.560     17.790
     10.586    165.290     42.060    126.230     30.580    -29.520     16.980
     10.600    165.700     41.690    126.410     31.470    -29.150     17.630
     10.614    166.230     41.230    126.800     31.530    -30.170     15.810
     10.629    166.590     40.910    126.910     32.300    -30.660     16.040
     10.643    167.010     40.510    127.130     30.970    -29.600     17.090
     10.657    167.420     40.110    127.340     30.380    -30.090     16.170
     10.671    167.970     39.610    127.810     30.030    -29.940     16.320
     10.686    168.290     39.350    127.800     30.470    -29.600     16.720
     10.700    168.710     39.000    128.040     29.970    -29.210     17.220
     10.714    169.130     38.630    128.280     29.230    -29.020     16.750
     10.729    169.670     38.160    128.670     29.150    -28.050     17.470
     10.743    169.940     37.910    128.790     28.110    -27.560     17.770
     10.757    170.510     37.390    129.250     26.670    -27.170     17.650
     10.771    170.730     37.130    129.290     25.790    -25.360     18.420
     10.786    171.140     36.830    129.590     26.260    -25.060     18.620
     10.800    171.570     36.480    129.920     26.350    -23.500     19.820
     10.814    171.910     36.200    130.130     25.620    -22.170     19.010
     10.829    172.320     35.940    130.540     25.800    -21.740     19.200
     10.843    172.760     35.610    130.810     26.110    -20.540     20.280
     10.857    173.150     35.300    131.140     27.390    -20.330     20.560
     10.871    173.500     34.980    131.440     25.920    -19.350     21.170
     10.886    173.940     34.710    131.810     28.330    -18.060     21.940
     10.900    174.380     34.450    132.200     29.460    -17.110     23.230
     10.914    174.780     34.260    132.530     30.240    -16.850     24.590
     10.929    175.210     33.920    132.980     31.030    -17.350     25.030
     10.943    175.600     33.650    133.300     30.700    -17.440     25.250
     10.957    176.110     33.360    133.760     31.880    -16.680     27.310
     10.971    176.540     33.130    134.140     32.180    -16.580     27.610
     10.986    177.040     32.870    134.550     32.030    -16.280     27.190
     11.000    177.480     32.610    134.970     32.040    -16.640     27.330
     11.014    177.970     32.360    135.330     33.710    -16.210     28.420
     11.029    178.400     32.040    135.750     32.130    -17.140     28.070
     11.043    178.830     31.780    136.170     31.520    -18.590     28.900
     11.057    179.370     31.520    136.610     30.900    -19.670     27.770
     11.071    179.800     31.200    137.030     30.560    -20.620     27.950
     11.086    180.220     30.910    137.410     29.910    -21.490     27.020
     11.100    180.670     30.520    137.830     30.190    -21.040     28.060
     11.114    181.130     30.230    138.240     28.910    -20.650     27.020
     11.129    181.540     29.900    138.630     30.040    -21.740     27.400
     11.143    181.990     29.580    139.010     30.270    -22.550     27.620
     11.157    182.430     29.220    139.420     30.070    -21.820     28.100
     11.171    182.890     28.880    139.800     30.080    -22.050     28.620
     11.186    183.320     28.570    140.160     29.120    -22.360     27.680
     11.200    183.790     28.220    140.540     30.370    -23.500     28.110
     11.214    184.190     27.900    140.980     30.380    -22.460     29.100
     11.229    184.620     27.570    141.350     29.730    -22.870     28.320
     11.243    185.090     27.260    141.750     29.200    -22.330     27.520
     11.257    185.580     26.960    142.130     28.920    -20.740     27.620
     11.271    185.970     26.650    142.500     28.450    -20.740     27.560
     11.286    186.380     26.400    142.860     28.540    -19.290     27.380
     11.300    186.850     26.110    143.230     28.500    -19.000     26.310
     11.314    187.260     25.730    143.630     28.440    -20.200     26.790
     11.329    187.620     25.490    143.970     28.900    -21.380     26.840
     11.343    188.080     25.210    144.360     29.330    -20.370     25.900
     11.357    188.510     24.910    144.680     30.100    -20.380     27.270
     11.371    188.950     24.610    145.090     30.540    -21.400     27.750
     11.386    189.380     24.360    145.530     30.230    -21.180     26.610
     11.400    189.850     24.040    145.900     30.530    -21.410     26.620
     11.414    190.280     23.800    146.230     30.650    -20.090     27.210
     11.429    190.750     23.580    146.650     31.190    -20.280     26.590
     11.443    190.720     23.490    146.600     30.960    -19.760     26.330
