#         t      x_hat      y_hat      z_hat      L_mag
      9.743      0.680     -0.446     -0.582  3.490e+08
      9.757      0.681     -0.444     -0.582  3.487e+08
      9.771      0.685     -0.442     -0.579  3.520e+08
      9.786      0.686     -0.442     -0.578  3.493e+08
      9.800      0.687     -0.444     -0.575  3.555e+08
      9.814      0.688     -0.437     -0.579  3.509e+08
      9.829      0.689     -0.441     -0.576  3.478e+08
      9.843      0.689     -0.442     -0.574  3.510e+08
      9.857      0.692     -0.440     -0.572  3.489e+08
      9.871      0.692     -0.440     -0.572  3.475e+08
      9.886      0.694     -0.440     -0.570  3.508e+08
      9.900      0.695     -0.438     -0.570  3.481e+08
      9.914      0.698     -0.434     -0.569  3.527e+08
      9.929      0.700     -0.432     -0.569  3.505e+08
      9.943      0.700     -0.434     -0.567  3.492e+08
      9.957      0.700     -0.436     -0.566  3.480e+08
      9.971      0.701     -0.435     -0.564  3.446e+08
      9.986      0.705     -0.428     -0.565  3.496e+08
     10.000      0.705     -0.433     -0.562  3.494e+08
     10.014      0.706     -0.431     -0.561  3.473e+08
     10.029      0.704     -0.428     -0.567  3.472e+08
     10.043      0.711     -0.430     -0.557  3.488e+08
     10.057      0.711     -0.426     -0.560  3.490e+08
     10.071      0.710     -0.429     -0.558  3.495e+08
     10.086      0.715     -0.423     -0.557  3.472e+08
     10.100      0.716     -0.426     -0.553  3.507e+08
     10.114      0.715     -0.425     -0.555  3.507e+08
     10.129      0.717     -0.424     -0.553  3.493e+08
     10.143      0.720     -0.421     -0.551  3.463e+08
     10.157      0.721     -0.417     -0.554  3.479e+08
     10.171      0.719     -0.419     -0.555  3.490e+08
     10.186      0.724     -0.419     -0.548  3.501e+08
     10.200      0.723     -0.418     -0.550  3.494e+08
     10.214      0.728     -0.416     -0.545  3.504e+08
     10.229      0.728     -0.413     -0.547  3.461e+08
     10.243      0.729     -0.417     -0.543  3.476e+08
     10.257      0.731     -0.412     -0.545  3.476e+08
     10.271      0.733     -0.413     -0.541  3.480e+08
     10.286      0.732     -0.412     -0.542  3.464e+08
     10.300      0.734     -0.411     -0.541  3.456e+08
     10.314      0.735     -0.411     -0.540  3.481e+08
     10.329      0.738     -0.409     -0.536  3.467e+08
     10.343      0.738     -0.405     -0.539  3.479e+08
     10.357      0.743     -0.406     -0.533  3.481e+08
     10.371      0.743     -0.408     -0.531  3.459e+08
     10.386      0.745     -0.405     -0.530  3.457e+08
     10.400      0.746     -0.405     -0.530  3.459e+08
     10.414      0.748     -0.401     -0.529  3.472e+08
     10.429      0.749     -0.400     -0.528  3.449e+08
     10.443      0.752     -0.398     -0.526  3.467e+08
     10.457      0.751     -0.400     -0.525  3.463e+08
     10.471      0.754     -0.395     -0.525  3.493e+08
     10.486      0.753     -0.399     -0.523  3.469e+08
     10.500      0.753     -0.399     -0.523  3.474e+08
     10.514      0.756     -0.396     -0.521  3.456e+08
     10.529      0.756     -0.394     -0.522  3.464e+08
     10.543      0.758     -0.392     -0.522  3.463e+08
     10.557      0.758     -0.387     -0.524  3.492e+08
     10.571      0.760     -0.387     -0.523  3.442e+08
     10.586      0.762     -0.384     -0.521  3.459e+08
     10.600      0.763     -0.383     -0.521  3.445e+08
     10.614      0.767     -0.375     -0.521  3.465e+08
     10.629      0.764     -0.377     -0.524  3.478e+08
     10.643      0.767     -0.373     -0.522  3.480e+08
     10.657      0.770     -0.369     -0.521  3.501e+08
     10.671      0.772     -0.367     -0.520  3.449e+08
     10.686      0.771     -0.367     -0.520  3.459e+08
     10.700      0.773     -0.365     -0.519  3.473e+08
     10.714      0.773     -0.364     -0.519  3.447e+08
     10.729      0.775     -0.363     -0.517  3.406e+08
     10.743      0.776     -0.360     -0.517  3.417e+08
     10.757      0.776     -0.357     -0.520  3.452e+08
     10.771      0.777     -0.360     -0.516  3.408e+08
     10.786      0.779     -0.358     -0.515  3.426e+08
     10.800      0.778     -0.360     -0.514  3.430e+08
     10.814      0.781     -0.354     -0.514  3.414e+08
     10.829      0.782     -0.355     -0.512  3.392e+08
     10.843      0.782     -0.359     -0.510  3.396e+08
     10.857      0.781     -0.354     -0.514  3.373e+08
     10.871      0.783     -0.352     -0.513  3.373e+08
     10.886      0.784     -0.353     -0.511  3.386e+08
     10.900      0.787     -0.353     -0.506  3.388e+08
     10.914      0.786     -0.354     -0.507  3.342e+08
     10.929      0.788     -0.347     -0.508  3.369e+08
     10.943      0.788     -0.349     -0.507  3.346e+08
     10.957      0.790     -0.343     -0.508  3.346e+08
     10.971      0.789     -0.341     -0.511  3.331e+08
     10.986      0.792     -0.340     -0.506  3.354e+08
     11.000      0.793     -0.338     -0.506  3.348e+08
     11.014      0.793     -0.341     -0.505  3.324e+08
     11.029      0.795     -0.337     -0.505  3.333e+08
     11.043      0.793     -0.332     -0.511  3.319e+08
     11.057      0.795     -0.331     -0.509  3.304e+08
     11.071      0.799     -0.328     -0.505  3.332e+08
     11.086      0.797     -0.331     -0.505  3.319e+08
     11.100      0.798     -0.327     -0.506  3.292e+08
     11.114      0.801     -0.324     -0.503  3.319e+08
     11.129      0.800     -0.320     -0.507  3.329e+08
     11.143      0.802     -0.320     -0.505  3.325e+08
     11.157      0.805     -0.315     -0.503  3.296e+08
     11.171      0.806     -0.315     -0.502  3.290e+08
     11.186      0.805     -0.320     -0.499  3.295e+08
     11.200      0.806     -0.310     -0.504  3.292e+08
     11.214      0.808     -0.313     -0.500  3.345e+08
     11.229      0.809     -0.309     -0.500  3.316e+08
     11.243      0.808     -0.309     -0.502  3.268e+08
     11.257      0.809     -0.310     -0.499  3.300e+08
     11.271      0.813     -0.307     -0.495  3.291e+08
     11.286      0.813     -0.303     -0.497  3.317e+08
     11.300      0.814     -0.306     -0.494  3.304e+08
     11.314      0.814     -0.304     -0.495  3.281e+08
     11.329      0.816     -0.304     -0.491  3.301e+08
     11.343      0.818     -0.296     -0.494  3.284e+08
     11.357      0.817     -0.297     -0.494  3.276e+08
     11.371      0.820     -0.299     -0.489  3.282e+08
     11.386      0.820     -0.294     -0.490  3.283e+08
     11.400      0.821     -0.288     -0.493  3.262e+08
     11.414      0.823     -0.289     -0.489  3.292e+08
     11.429      0.822     -0.283     -0.494  3.274e+08
     11.443      0.825     -0.287     -0.487  3.306e+08
