#         t          x          y          z         vx         vy         vz
      0.900   -370.230    599.890   -236.450    254.570     74.630    249.820
      0.914   -366.480    600.870   -232.960    259.530     68.130    247.550
      0.929   -362.700    601.800   -229.410    263.460     59.800    245.410
      0.943   -358.950    602.620   -225.880    267.220     54.260    244.850
      0.957   -355.110    603.370   -222.360    273.000     48.670    244.140
      0.971   -351.010    603.990   -218.930    275.730     44.350    241.030
      0.986   -347.220    604.600   -215.510    278.390     37.860    238.060
      1.000   -343.300    605.110   -212.110    280.170     32.020    237.290
      1.014   -339.120    605.500   -208.780    281.710     26.280    235.360
      1.029   -335.140    605.840   -205.380    281.670     19.450    232.200
      1.043   -331.150    606.110   -202.040    284.240     13.790    229.050
      1.057   -327.100    606.240   -198.830    285.000      7.470    224.580
      1.071   -323.070    606.340   -195.610    287.860      1.990    220.240
      1.086   -319.060    606.340   -192.510    288.250     -3.400    218.770
      1.100   -314.970    606.220   -189.450    287.880     -9.260    215.040
      1.114   -310.790    606.050   -186.390    286.370    -14.070    210.750
      1.129   -306.760    605.820   -183.410    286.360    -19.050    207.530
      1.143   -302.650    605.520   -180.450    286.570    -25.170    203.890
      1.157   -298.510    605.130   -177.540    285.940    -31.170    199.560
      1.171   -294.450    604.660   -174.700    285.620    -33.960    198.860
      1.186   -290.360    604.130   -171.880    283.720    -40.510    194.020
      1.200   -286.350    603.520   -169.100    283.340    -45.420    189.890
      1.214   -282.300    602.790   -166.470    281.440    -53.330    186.600
      1.229   -278.290    602.010   -163.780    280.320    -56.750    185.550
      1.243   -274.360    601.140   -161.170    279.140    -60.190    181.770
      1.257   -270.330    600.260   -158.590    277.400    -64.000    179.230
      1.271   -266.480    599.300   -156.080    274.070    -66.020    178.770
      1.286   -262.540    598.360   -153.560    271.240    -68.650    175.540
      1.300   -258.710    597.340   -151.080    270.070    -71.770    173.050
      1.314   -254.820    596.300   -148.530    270.150    -76.500    170.620
      1.329   -251.030    595.220   -146.100    267.900    -77.500    169.120
      1.343   -247.190    594.080   -143.790    264.780    -78.790    166.200
      1.357   -243.400    592.970   -141.350    262.720    -81.430    164.150
      1.371   -239.760    591.830   -139.040    262.670    -83.420    163.150
      1.386   -235.860    590.570   -136.740    260.640    -88.120    158.560
      1.400   -232.190    589.330   -134.460    257.870    -91.850    156.240
      1.414   -228.540    587.980   -132.270    255.830    -95.200    153.640
      1.429   -224.840    586.560   -130.160    256.690    -96.410    150.280
      1.443   -221.190    585.220   -128.020    252.170    -98.880    146.570
      1.457   -217.550    583.750   -125.950    248.270   -102.440    144.060
      1.471   -214.020    582.310   -123.850    247.990   -102.610    143.100
      1.486   -210.520    580.810   -121.840    246.340   -106.080    141.460
      1.500   -206.970    579.300   -119.820    244.560   -107.600    139.310
      1.514   -203.520    577.710   -117.910    242.300   -108.980    136.970
      1.529   -200.070    576.170   -115.950    241.090   -111.310    133.990
      1.543   -196.640    574.540   -114.080    238.390   -113.560    132.040
      1.557   -193.260    572.930   -112.210    238.310   -113.430    130.400
      1.571   -189.860    571.290   -110.350    237.020   -115.520    129.870
      1.586   -186.520    569.620   -108.550    235.040   -116.790    128.300
      1.600   -183.210    567.930   -106.780    233.700   -117.010    126.000
      1.614   -179.800    566.240   -104.910    231.960   -118.860    124.250
      1.629   -176.570    564.520   -103.220    228.260   -119.310    122.960
      1.643   -173.300    562.820   -101.420    227.440   -122.790    119.670
      1.657   -170.090    561.060    -99.700    224.650   -122.780    120.010
      1.671   -166.950    559.290    -98.040    222.340   -124.450    118.670
      1.686   -163.710    557.520    -96.320    223.270   -125.260    116.880
      1.700   -160.460    555.660    -94.690    218.700   -129.670    114.030
      1.714   -157.330    553.800    -93.080    217.690   -131.030    112.430
      1.729   -154.250    551.900    -91.540    214.170   -130.690    112.330
      1.743   -151.330    550.050    -89.940    212.590   -133.620    109.460
      1.757   -148.240    548.090    -88.420    211.040   -135.160    108.570
      1.771   -145.140    546.170    -86.880    210.340   -134.570    106.160
      1.786   -142.170    544.240    -85.400    207.540   -135.560    104.800
      1.800   -139.200    542.300    -83.910    206.060   -136.170    102.660
      1.814   -136.260    540.350    -82.470    205.140   -137.920    100.780
      1.829   -133.360    538.380    -81.020    202.540   -138.630    101.000
      1.843   -130.570    536.400    -79.520    200.070   -139.710     98.940
      1.857   -127.680    534.380    -78.190    199.090   -141.780     98.460
      1.871   -124.810    532.330    -76.850    197.550   -142.450     95.600
      1.886   -122.030    530.320    -75.460    197.860   -143.070     94.260
      1.900   -119.220    528.260    -74.110    194.500   -145.050     95.130
      1.914   -116.400    526.170    -72.780    194.440   -146.960     93.260
      1.929   -113.680    524.060    -71.440    190.690   -147.650     90.260
      1.943   -110.930    521.990    -70.110    191.010   -148.290     89.370
      1.957   -108.250    519.840    -68.860    188.670   -150.830     87.930
      1.971   -105.530    517.660    -67.600    187.290   -153.130     85.070
      1.986   -102.950    515.510    -66.330    185.130   -153.820     86.730
      2.000   -100.290    513.290    -65.170    182.510   -155.010     84.070
      2.014    -97.670    511.060    -63.960    181.400   -155.540     84.280
      2.029    -95.160    508.820    -62.770    176.980   -156.690     84.160
      2.043    -92.580    506.580    -61.580    175.820   -158.330     79.780
      2.057    -90.080    504.320    -60.440    173.370   -158.330     79.440
      2.071    -87.640    502.080    -59.300    171.140   -157.580     79.950
      2.086    -85.230    499.850    -58.140    169.490   -157.700     79.290
      2.100    -82.770    497.600    -56.970    169.740   -158.240     75.840
      2.114    -80.460    495.350    -55.930    167.850   -157.680     76.210
      2.129    -78.030    493.010    -54.990    167.430   -158.610     73.700
      2.143    -75.690    490.790    -53.860    168.150   -157.200     73.460
      2.157    -73.250    488.510    -52.870    166.030   -157.420     70.410
      2.171    -70.810    486.300    -51.800    163.190   -160.100     69.100
      2.186    -68.540    483.950    -50.880    160.020   -160.550     68.940
      2.200    -66.290    481.710    -49.900    156.990   -161.100     68.450
      2.214    -63.990    479.380    -48.940    156.660   -161.270     68.140
      2.229    -61.800    477.020    -47.960    154.740   -163.440     67.470
      2.243    -59.590    474.700    -46.930    155.230   -164.610     67.730
      2.257    -57.340    472.360    -45.950    155.050   -165.180     65.690
      2.271    -55.190    469.990    -45.040    153.090   -164.820     65.150
      2.286    -52.980    467.620    -44.130    149.970   -165.400     63.310
      2.300    -50.850    465.260    -43.230    148.950   -165.470     63.800
      2.314    -48.700    462.890    -42.310    150.720   -167.770     59.500
      2.329    -46.580    460.470    -41.520    147.920   -167.900     59.110
      2.343    -44.420    458.050    -40.670    147.410   -169.140     58.040
      2.357    -42.380    455.610    -39.880    144.110   -170.010     58.470
      2.371    -40.260    453.180    -38.980    143.420   -171.300     57.170
      2.386    -38.280    450.730    -38.200    141.250   -171.390     58.640
      2.400    -36.300    448.270    -37.390    138.430   -171.570     58.230
      2.414    -34.270    445.820    -36.550    137.220   -171.040     57.230
      2.429    -32.360    443.390    -35.730    134.610   -170.640     56.200
      2.443    -30.480    440.990    -34.870    133.940   -170.960     57.320
      2.457    -28.560    438.540    -34.080    133.010   -172.070     55.650
      2.471    -26.700    436.080    -33.280    130.150   -172.850     54.500
      2.486    -24.900    433.620    -32.530    128.580   -173.230     54.430
      2.500    -23.060    431.080    -31.830    124.320   -176.330     51.560
      2.514    -21.300    428.590    -31.000    124.290   -176.240     51.060
      2.529    -19.510    426.050    -30.280    122.620   -176.370     50.460
      2.543    -17.800    423.520    -29.530    121.450   -177.380     50.600
      2.557    -16.050    421.000    -28.820    119.130   -178.160     48.830
      2.571    -14.370    418.420    -28.180    116.460   -179.030     47.270
      2.586    -12.710    415.880    -27.560    115.570   -179.840     46.070
      2.600    -11.040    413.310    -26.810    115.210   -181.850     44.780
      2.614     -9.400    410.700    -26.210    112.460   -182.000     45.040
      2.629     -7.830    408.100    -25.550    112.990   -183.920     44.270
      2.643     -6.250    405.460    -24.910    111.430   -185.650     44.290
      2.657     -4.660    402.810    -24.250    110.440   -187.300     42.650
      2.671     -3.110    400.130    -23.680    107.330   -187.130     42.290
      2.686     -1.600    397.430    -23.120    105.250   -187.600     41.110
      2.700     -0.060    394.770    -22.510    105.590   -187.950     38.900
      2.714      1.360    392.090    -22.010    102.790   -186.960     38.350
      2.729      2.850    389.390    -21.540    101.990   -186.570     37.160
      2.743      4.310    386.780    -20.950    101.950   -187.500     36.040
      2.757      5.690    384.100    -20.460     99.000   -187.460     37.140
      2.771      7.190    381.440    -19.940     99.690   -189.200     32.860
      2.786      8.540    378.660    -19.490     97.640   -189.990     33.240
      2.800      9.950    376.000    -19.040     94.690   -191.550     32.880
      2.814     11.320    373.280    -18.470     93.760   -192.780     32.180
      2.829     12.670    370.500    -18.030     91.500   -195.210     31.780
      2.843     13.940    367.690    -17.550     89.390   -195.790     31.410
      2.857     15.210    364.890    -17.080     88.890   -195.970     29.900
      2.871     16.460    362.080    -16.690     84.200   -198.040     28.250
      2.886     17.670    359.270    -16.230     84.080   -199.060     27.730
      2.900     18.710    356.400    -15.850     79.350   -199.130     27.760
      2.914     19.870    353.560    -15.440     78.200   -199.300     25.670
      2.929     21.000    350.720    -15.070     76.870   -200.400     24.600
      2.943     22.070    347.850    -14.740     74.910   -200.950     23.890
      2.957     23.200    344.930    -14.510     73.500   -200.650     22.790
      2.971     24.180    342.140    -14.000     71.880   -201.860     23.010
      2.986     25.220    339.270    -13.640     70.270   -202.480     22.860
      3.000     26.230    336.340    -13.360     68.860   -203.270     21.760
      3.014     27.220    333.410    -13.090     64.230   -203.750     22.660
      3.029     28.080    330.540    -12.660     64.090   -206.440     21.030
      3.043     29.050    327.470    -12.590     61.720   -207.190     20.880
      3.057     29.910    324.640    -12.040     61.450   -208.520     18.660
      3.071     30.760    321.640    -11.780     58.220   -207.920     18.730
      3.086     31.600    318.650    -11.510     56.480   -209.310     19.380
      3.100     32.350    315.650    -11.250     53.620   -210.060     17.910
      3.114     33.130    312.660    -11.010     52.720   -211.450     16.760
      3.129     33.920    309.600    -10.800     50.790   -213.580     15.350
      3.143     34.520    306.550    -10.590     47.630   -213.860     15.540
      3.157     35.200    303.470    -10.420     45.320   -214.260     14.850
      3.171     35.920    300.420    -10.200     43.590   -213.990     11.700
      3.186     36.490    297.350    -10.070     40.900   -215.230     11.780
      3.200     37.030    294.260     -9.960     37.410   -215.430     10.150
      3.214     37.490    291.150     -9.830     36.780   -218.240      8.780
      3.229     38.030    288.030     -9.710     33.180   -219.970      8.600
      3.243     38.420    284.830     -9.720     28.510   -220.710      7.790
      3.257     38.830    281.700     -9.600     25.580   -221.660      4.980
      3.271     39.180    278.510     -9.530     22.750   -222.890      3.920
      3.286     39.500    275.330     -9.480     20.880   -223.210      3.250
      3.300     39.830    272.130     -9.420     18.590   -223.140      4.030
      3.314     39.940    268.980     -9.370     14.240   -223.850      2.630
      3.329     40.240    265.740     -9.330     12.880   -224.830      2.320
      3.343     40.290    262.540     -9.310      8.940   -226.500      0.850
      3.357     40.360    259.280     -9.350      4.840   -228.190     -0.960
      3.371     40.380    256.040     -9.310      2.020   -229.110     -0.940
      3.386     40.410    252.760     -9.320     -2.260   -229.490     -0.770
      3.400     40.390    249.460     -9.370     -5.950   -230.400     -3.780
      3.414     40.240    246.180     -9.390    -10.080   -231.020     -4.990
      3.429     40.200    242.820     -9.530    -13.280   -231.920     -7.110
      3.443     39.840    239.550     -9.610    -17.900   -233.800    -10.080
      3.457     39.560    236.210     -9.730    -20.680   -234.730    -10.790
      3.471     39.360    232.790     -9.980    -25.260   -235.020    -11.650
      3.486     38.880    229.470    -10.050    -27.480   -237.050    -13.580
      3.500     38.430    226.070    -10.270    -32.210   -238.680    -14.070
      3.514     37.910    222.660    -10.530    -35.660   -238.570    -13.910
      3.529     37.400    219.230    -10.680    -39.050   -240.660    -15.640
      3.543     36.860    215.780    -10.910    -43.090   -242.820    -16.770
      3.557     36.360    212.310    -11.200    -49.220   -243.510    -19.390
      3.571     35.500    208.780    -11.490    -54.350   -244.940    -20.520
      3.586     34.690    205.280    -11.770    -59.000   -247.180    -23.880
      3.600     33.820    201.770    -12.090    -64.100   -246.750    -23.990
      3.614     32.950    198.210    -12.430    -68.610   -246.780    -26.720
      3.629     31.910    194.690    -12.840    -75.110   -246.940    -28.430
      3.643     30.870    191.180    -13.290    -79.970   -246.200    -32.180
      3.657     29.690    187.680    -13.760    -87.640   -246.060    -34.730
      3.671     28.360    184.170    -14.280    -94.170   -245.790    -35.090
      3.686     26.950    180.640    -14.820   -100.950   -245.770    -37.430
      3.700     25.510    177.140    -15.410   -106.640   -244.140    -41.970
      3.714     24.000    173.660    -16.030   -113.680   -243.070    -44.040
      3.729     22.300    170.200    -16.700   -121.070   -241.210    -46.550
      3.743     20.500    166.760    -17.380   -128.380   -240.690    -47.630
      3.757     18.670    163.350    -18.100   -137.220   -238.650    -52.300
      3.771     16.580    159.990    -18.850   -143.390   -235.190    -52.900
      3.786     14.480    156.600    -19.650   -152.040   -232.360    -56.770
      3.800     12.280    153.340    -20.470   -157.820   -229.120    -60.830
      3.814      9.980    150.110    -21.330   -166.300   -224.130    -63.920
      3.829      7.520    146.900    -22.300   -172.670   -220.430    -66.720
      3.843      5.060    143.830    -23.210   -179.380   -216.540    -69.340
      3.857      2.470    140.760    -24.240   -188.060   -210.420    -71.710
      3.871     -0.280    137.790    -25.280   -194.300   -205.090    -72.980
      3.886     -3.100    134.890    -26.290   -201.130   -200.550    -74.060
      3.900     -6.000    132.050    -27.360   -206.390   -194.830    -74.900
      3.914     -9.030    129.360    -28.440   -212.670   -186.810    -79.600
      3.929    -12.020    126.700    -29.650   -219.980   -178.970    -81.140
      3.943    -15.180    124.180    -30.850   -224.330   -168.500    -82.120
      3.957    -18.470    121.870    -32.010   -229.610   -158.450    -83.920
      3.971    -21.760    119.640    -33.260   -236.790   -150.380    -84.210
      3.986    -25.200    117.570    -34.500   -241.780   -138.830    -84.720
      4.000    -28.670    115.670    -35.700   -246.170   -128.950    -86.150
      4.014    -32.210    113.890    -36.910   -250.920   -119.360    -85.610
      4.029    -35.890    112.240    -38.160   -254.080   -108.200    -84.020
      4.043    -39.550    110.780    -39.330   -255.090    -95.910    -82.550
      4.057    -43.270    109.450    -40.560   -259.520    -83.910    -81.700
      4.071    -47.000    108.420    -41.570   -260.070    -70.270    -78.510
      4.086    -50.760    107.440    -42.830   -258.170    -56.300    -77.440
      4.100    -54.380    106.730    -43.910   -256.630    -42.960    -77.030
      4.114    -58.070    106.200    -45.000   -254.060    -30.640    -73.700
      4.129    -61.630    105.990    -45.860   -253.570    -15.740    -70.280
      4.143    -65.320    105.740    -46.970   -250.820     -1.980    -66.690
      4.157    -68.890    105.800    -47.870   -246.400     12.060    -62.010
      4.171    -72.290    106.090    -48.710   -239.080     27.130    -59.060
      4.186    -75.700    106.660    -49.490   -235.190     41.740    -55.070
      4.200    -79.010    107.270    -50.280   -227.430     54.630    -51.490
      4.214    -82.230    108.140    -51.000   -219.330     69.450    -47.060
      4.229    -85.180    109.260    -51.610   -209.090     80.810    -44.280
      4.243    -88.120    110.520    -52.250   -201.820     94.230    -40.760
      4.257    -90.960    111.940    -52.760   -191.150    104.400    -36.990
      4.271    -93.610    113.510    -53.250   -179.330    116.410    -31.100
      4.286    -96.030    115.230    -53.700   -166.160    123.710    -29.060
      4.300    -98.400    117.040    -54.070   -153.860    132.570    -22.830
      4.314   -100.420    119.000    -54.390   -141.490    138.400    -21.190
      4.329   -102.360    121.040    -54.610   -128.420    144.930    -16.120
      4.343   -104.030    123.170    -54.810   -115.010    150.150    -13.080
      4.357   -105.590    125.360    -55.000   -104.650    154.610    -10.290
      4.371   -107.090    127.570    -55.140    -92.810    160.570     -4.880
      4.386   -108.270    129.930    -55.120    -79.590    162.510     -2.540
      4.400   -109.420    132.240    -55.120    -68.950    164.930      1.630
      4.414   -110.330    134.620    -55.090    -58.510    167.460      4.490
      4.429   -111.040    137.010    -55.050    -46.870    169.030      6.860
      4.443   -111.590    139.410    -54.960    -36.580    169.100      9.370
      4.457   -112.100    141.860    -54.770    -26.580    169.440     10.620
      4.471   -112.410    144.290    -54.610    -17.410    169.990     14.000
      4.486   -112.480    146.680    -54.420     -7.370    168.120     15.030
      4.500   -112.600    149.110    -54.130      1.300    169.700     16.360
      4.514   -112.550    151.530    -53.950      8.260    168.570     18.670
      4.529   -112.350    153.960    -53.640     18.980    167.520     19.770
      4.543   -112.030    156.360    -53.330     25.500    167.450     21.840
      4.557   -111.630    158.740    -53.000     32.170    166.660     23.900
      4.571   -111.120    161.090    -52.680     39.510    165.450     25.650
      4.586   -110.470    163.440    -52.300     48.090    163.780     27.760
      4.600   -109.740    165.740    -51.910     54.350    162.230     29.150
      4.614   -108.900    168.070    -51.530     60.300    161.500     30.060
      4.629   -108.050    170.400    -51.020     66.290    161.780     29.130
      4.643   -107.060    172.670    -50.710     71.770    160.410     30.740
      4.657   -105.970    174.940    -50.260     77.500    157.720     31.180
      4.671   -104.890    177.190    -49.790     83.540    157.200     34.380
      4.686   -103.590    179.480    -49.210     90.010    155.660     34.530
      4.700   -102.270    181.620    -48.800     95.040    154.620     36.910
      4.714   -100.870    183.850    -48.230    100.630    153.760     39.510
      4.729    -99.330    186.030    -47.610    106.400    151.960     40.350
      4.743    -97.800    188.190    -47.060    111.570    150.090     42.680
      4.757    -96.190    190.340    -46.350    118.530    148.530     44.860
      4.771    -94.510    192.490    -45.710    122.280    148.000     46.700
      4.786    -92.710    194.450    -45.020    125.210    145.920     49.600
      4.800    -90.870    196.650    -44.310    131.790    143.380     51.390
      4.814    -88.990    198.700    -43.520    136.390    142.670     54.280
      4.829    -86.950    200.720    -42.760    140.410    142.350     55.000
      4.843    -84.920    202.750    -41.950    144.930    139.550     56.210
      4.857    -82.770    204.720    -41.130    148.560    137.680     59.530
      4.871    -80.660    206.660    -40.310    150.900    135.590     61.530
      4.886    -78.430    208.600    -39.370    156.380    133.480     63.840
      4.900    -76.160    210.570    -38.330    159.840    131.760     65.740
      4.914    -73.920    212.390    -37.480    162.510    132.400     69.170
      4.929    -71.600    214.310    -36.330    167.310    129.800     71.980
      4.943    -69.180    216.150    -35.360    169.440    128.020     74.440
      4.957    -66.760    217.970    -34.240    174.300    127.180     78.040
      4.971    -64.240    219.480    -33.160    178.550    125.700     80.900
      4.986    -61.700    221.500    -32.060    179.810    123.810     81.460
      5.000    -59.120    223.310    -30.800    183.190    123.040     85.690
      5.014    -56.410    225.120    -29.500    188.060    123.660     89.600
      5.029    -53.850    226.820    -28.250    190.490    123.120     94.240
      5.043    -51.060    228.590    -26.870    195.630    121.390     98.130
      5.057    -48.200    230.340    -25.440    200.140    122.590    102.350
      5.071    -45.360    232.100    -23.940    206.210    120.580    106.480
      5.086    -42.380    233.790    -22.410    208.380    119.970    112.540
      5.100    -39.360    235.470    -20.780    215.100    117.500    119.390
      5.114    -36.260    237.130    -19.020    218.560    116.530    127.730
      5.129    -33.050    238.810    -17.120    227.570    116.640    135.180
      5.143    -29.790    240.450    -15.100    230.550    113.370    144.480
      5.157    -26.400    242.040    -13.010    235.660    110.590    155.010
      5.171    -22.990    243.600    -10.690    238.770    106.740    168.930
      5.186    -19.630    245.050     -8.170    246.460    102.660    181.320
      5.200    -16.060    246.480     -5.500    250.810     96.700    195.970
      5.214    -12.430    247.780     -2.560    255.410     86.430    213.280
      5.229     -8.760    248.900      0.620    256.930     72.300    230.630
      5.243     -5.090    249.830      4.030    254.530     56.380    246.630
      5.257     -1.470    250.480      7.630    250.430     37.320    262.120
      5.271      2.090    250.900     11.450    242.740     16.450    271.200
      5.286      5.480    250.930     15.440    232.280     -6.200    277.150
      5.300      8.740    250.740     19.350    221.960    -25.770    277.860
      5.314     11.780    250.210     23.340    210.260    -42.410    276.720
      5.329     14.700    249.520     27.220    199.650    -56.900    272.060
      5.343     17.450    248.530     31.050    189.200    -70.010    266.820
      5.357     20.120    247.490     34.800    179.680    -81.360    260.140
      5.371     22.650    246.240     38.460    170.630    -90.130    251.580
      5.386     25.070    244.950     42.030    164.090    -97.050    244.670
      5.400     27.250    243.480     45.450    156.140   -103.360    237.740
      5.414     29.410    242.010     48.900    148.770   -107.030    228.910
      5.429     31.450    240.380     52.010    142.110   -112.770    221.160
      5.443     33.460    238.750     55.110    136.480   -116.170    214.390
      5.457     35.340    237.090     58.090    132.400   -120.220    206.690
      5.471     37.100    235.360     60.900    127.120   -123.960    200.170
      5.486     38.870    233.580     63.660    121.970   -127.820    191.850
      5.500     40.720    231.680     66.450    117.770   -131.770    184.220
      5.514     42.410    229.790     69.050    113.350   -134.410    178.300
      5.529     43.850    227.850     71.370    109.200   -138.080    171.520
      5.543     45.460    225.860     74.010    104.520   -138.800    167.110
      5.557     46.920    223.830     76.350    100.160   -142.150    160.550
      5.571     48.170    221.840     78.350     94.280   -142.620    156.860
      5.586     49.860    219.800     80.890     92.520   -143.840    149.410
      5.600     50.750    217.720     82.580     86.220   -144.730    143.100
      5.614     51.970    215.620     84.570     84.680   -147.110    136.940
      5.629     53.140    213.530     86.480     80.900   -148.200    131.980
      5.643     54.260    211.400     88.310     77.540   -149.660    128.600
      5.657     55.330    209.230     90.060     74.720   -151.000    122.520
      5.671     56.420    207.060     91.830     72.450   -154.510    118.310
      5.686     57.420    204.870     93.500     68.970   -154.860    113.140
      5.700     58.340    202.590     95.100     64.590   -156.800    109.990
      5.714     59.280    200.350     96.690     62.870   -158.000    104.560
      5.729     61.000    198.260     98.580     60.090   -159.130     99.540
      5.743     61.840    195.950    100.040     58.050   -160.220     95.610
      5.757     61.770    193.520    100.930     55.120   -161.240     90.540
      5.771     62.530    191.210    102.190     50.750   -161.390     86.280
      5.786     63.290    188.910    103.440     50.520   -162.110     81.850
      5.800     64.000    186.580    104.610     45.530   -164.120     76.460
      5.814     64.640    184.240    105.650     44.080   -162.680     71.320
      5.829     65.280    181.890    106.650     41.500   -164.610     67.370
      5.843     65.920    179.540    107.550     38.580   -166.940     61.720
      5.857     66.430    177.140    108.440     33.820   -167.460     58.110
      5.871     66.880    174.710    109.240     32.440   -168.240     52.540
      5.886     67.320    172.290    109.960     29.350   -168.930     48.810
      5.900     68.310    170.090    110.880     25.980   -168.190     43.160
      5.914     68.070    167.510    111.230     22.800   -167.380     39.690
      5.929     68.700    165.200    111.960     20.190   -167.590     36.580
      5.943     68.690    162.750    112.280     17.700   -167.490     32.140
      5.957     68.950    160.360    112.620     14.960   -167.670     25.670
      5.971     69.640    158.110    113.370     13.180   -167.460     21.620
      5.986     69.350    155.570    113.250      9.710   -169.500     17.560
      6.000     69.910    153.200    113.750      6.920   -168.650     11.760
      6.014     69.600    150.740    113.590      5.770   -167.410      6.360
      6.029     70.280    148.530    114.120      3.330   -166.100      1.930
      6.043     70.170    146.140    114.040      0.760   -166.420     -1.910
      6.057     70.230    143.780    113.980     -3.460   -166.250     -6.120
      6.071     69.680    141.260    113.500     -3.990   -166.220    -11.150
      6.086     69.960    139.020    113.620     -8.160   -165.260    -16.180
      6.100     70.190    136.630    113.580     -9.610   -163.670    -21.830
      6.114     69.320    134.200    112.700    -13.140   -162.400    -26.270
      6.129     69.410    131.980    112.520    -18.050   -161.730    -32.000
      6.143     68.900    129.600    111.830    -18.610   -160.970    -36.440
      6.157     69.030    127.380    111.600    -21.910   -159.820    -43.990
      6.171     68.280    125.080    110.630    -24.780   -158.070    -48.990
      6.186     67.920    122.800    109.850    -28.420   -158.730    -54.400
      6.200     67.510    120.550    109.030    -29.550   -156.600    -60.300
      6.214     67.140    118.320    108.210    -31.990   -155.320    -65.920
      6.229     66.720    116.120    107.180    -34.680   -152.330    -72.620
      6.243     66.240    113.970    106.130    -39.040   -149.790    -76.870
      6.257     65.690    111.880    104.990    -42.300   -148.170    -84.700
      6.271     65.060    109.780    103.720    -45.820   -144.480    -90.100
      6.286     64.380    107.730    102.340    -47.000   -142.260    -98.360
      6.300     63.580    105.640    100.830    -51.090   -140.180   -104.780
